order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget
SO - 0001115,2017-03-13,Wordtune Company,Wholesale,Product 10,12,3993.2000000000003,47918.4,3034.8320000000003,NJ,New Jersey,Northeast,40.20627,-74.67527,864331.624
SO - 0004569,2017-03-13,Camido Company,Wholesale,Product 5,7,2767.1,19369.7,1632.589,MN,Minnesota,Midwest,44.76774,-93.27772,3925424.5420000004
SO - 0007175,2017-03-13,Podcat Corp,Wholesale,Product 16,11,1018.4,11202.4,824.904,IL,Illinois,Midwest,41.88503,-87.7845,2062061.144
SO - 0009042,2017-03-13,Army Group,Wholesale,Product 25,10,1313.2,13132.0,945.504,MI,Michigan,Midwest,42.71434,-84.55928,5342315.484
SO - 000537,2017-03-13,Snaptags Ltd,Distributor,Product 28,8,2492.4,19939.2,1320.9720000000002,WA,Washington,West,47.32232,-122.31262,1003867.767
SO - 000762,2017-03-13,Vinte Group,Wholesale,Product 2,7,2552.7000000000003,17868.9,1429.5120000000004,FL,Florida,South,27.9378,-82.28592,3050087.565
SO - 000866,2017-03-13,Skyble Corp,Distributor,Product 29,12,1112.2,13346.400000000001,578.344,CO,Colorado,West,39.80832,-104.93387,594471.5700000001
SO - 0002686,2017-03-13,Realbuzz Ltd,Distributor,Product 16,11,2251.2000000000003,24763.200000000004,1148.112,CA,California,West,33.52253,-117.70755,2062061.144
SO - 0003034,2017-03-13,Zooveo Company,Export,Product 22,9,3195.9,28763.100000000002,2588.679,AL,Alabama,South,30.69436,-88.04305,663601.902
SO - 0003803,2017-03-13,Golden Corp,Distributor,Product 24,7,1889.4,13225.800000000001,1190.3220000000001,MT,Montana,West,46.87215,-113.994,756557.97
SO - 0004510,2017-03-13,Voolia Ltd,Wholesale,Product 3,10,2512.5,25125.0,1331.625,TX,Texas,South,26.21591,-98.32529,2642352.432
SO - 0006497,2017-03-13,Aimbo Corp,Wholesale,Product 13,11,1842.5,20267.5,810.7,AR,Arkansas,South,36.33202,-94.11854,3720639.645
SO - 0006567,2017-03-13,Wordware Company,Distributor,Product 21,12,1145.7,13748.400000000001,756.162,NY,New York,Northeast,41.03399,-73.76291,959899.2180000001
SO - 0006865,2017-03-13,Linklinks Ltd,Wholesale,Product 25,10,2438.8,24388.0,1365.7280000000003,CA,California,West,33.87224,-117.87034,5342315.484
SO - 0009220,2017-03-13,Skiptube Ltd,Distributor,Product 20,12,3966.4,47596.8,1705.552,CO,Colorado,West,40.01499,-105.27055,2067108.1199999999
SO - 0001749,2017-03-13,Chatterbri Ltd,Export,Product 17,10,971.5,9715.0,689.765,OR,Oregon,West,44.92371,-123.02319,2119616.824
SO - 0002113,2017-03-13,Zoovu Corp,Wholesale,Product 20,8,1065.3,8522.4,575.2620000000001,FL,Florida,South,25.46872,-80.47756,2067108.1199999999
SO - 0002561,2017-03-13,Yombu Corp,Wholesale,Product 14,9,3825.7000000000003,34431.3,2295.42,AL,Alabama,South,32.36681,-86.29997,4028698.4090000005
SO - 0003121,2017-03-13,Mita Corp,Export,Product 12,6,1172.5,7035.0,656.6,MI,Michigan,Midwest,42.24087,-83.26965,1356976.996
SO - 0003538,2017-03-13,Aimbo Corp,Wholesale,Product 4,11,1051.9,11570.900000000001,831.0010000000001,CA,California,West,33.98168,-118.22507,2885560.824
SO - 0007996,2017-03-13,sanofi-ave Group,Wholesale,Product 5,5,991.6,4958.0,644.5400000000001,IL,Illinois,Midwest,41.94563,-88.08462,3925424.5420000004
SO - 0008261,2017-03-13,Talane Group,Wholesale,Product 15,5,227.8,1139.0,148.07000000000002,CA,California,West,33.98168,-118.22507,3299478.315
SO - 0001144,2017-03-13,Cantrell Company,Wholesale,Product 5,8,2579.5,20636.0,2089.395,IL,Illinois,Midwest,42.28417,-87.94521,3925424.5420000004
SO - 0001413,2017-03-13,American Corp,Export,Product 15,7,1125.6000000000001,7879.200000000001,619.0800000000002,MA,Massachusetts,Northeast,41.63622,-70.93421,3299478.315
SO - 0001500,2017-03-13,Tagfeed Ltd,Wholesale,Product 19,5,1842.5,9212.5,1308.175,MI,Michigan,Midwest,42.32226,-83.17631,1645841.6
SO - 0005451,2017-03-13,Chatterbri Ltd,Wholesale,Product 20,8,3390.2000000000003,27121.600000000002,2339.238,CA,California,West,33.84918,-118.38841,2067108.1199999999
SO - 0009611,2017-03-13,Remedy Ltd,Distributor,Product 21,6,2572.8,15436.800000000001,1595.1360000000002,MI,Michigan,Midwest,42.24087,-83.26965,959899.2180000001
SO - 0004522,2017-03-13,Pfizer Corp,Wholesale,Product 7,12,1051.9,12622.800000000001,452.317,CA,California,West,37.9577,-121.29078,889737.555
SO - 0007724,2017-03-13,Accudial Company,Wholesale,Product 25,11,261.3,2874.3,138.489,FL,Florida,South,26.1716,-80.26163,5342315.484
SO - 0008171,2017-03-13,Unit Ltd,Distributor,Product 17,10,2318.2000000000003,23182.000000000004,1553.1940000000002,CA,California,West,36.32745,-119.64568,2119616.824
SO - 000400,2017-03-13,Skidoo Company,Wholesale,Product 10,6,5708.400000000001,34250.4,2682.9480000000003,IL,Illinois,Midwest,42.02901,-88.08366,864331.624
SO - 0004452,2017-03-13,CLINIQUE Ltd,Distributor,Product 1,8,2318.2000000000003,18545.600000000002,1043.19,UT,Utah,West,40.60967,-111.9391,3016489.209
SO - 0005388,2017-03-13,CARDINAL Group,Export,Product 18,5,167.5,837.5,105.525,IN,Indiana,Midwest,39.87571,-86.26625,2309499.045
SO - 0006415,2017-03-13,Zoonder Group,Export,Product 4,9,4013.3,36119.700000000004,2809.31,NJ,New Jersey,Northeast,40.66871,-74.11431,2885560.824
SO - 0006937,2017-03-13,Trunyx Ltd,Export,Product 25,7,1085.4,7597.800000000001,792.3420000000001,NV,Nevada,West,36.19886,-115.1175,5342315.484
SO - 0007788,2017-03-13,Realpoint Corp,Distributor,Product 16,6,1922.9,11537.400000000001,999.9080000000001,FL,Florida,South,26.82339,-80.13865,2062061.144
SO - 0009049,2017-03-13,State Ltd,Wholesale,Product 9,10,3886.0,38860.0,1748.7,AZ,Arizona,West,33.4356,-112.3496,710415.405
SO - 0010217,2017-03-13,Nexus Group,Wholesale,Product 26,11,978.2,10760.2,538.0100000000001,IL,Illinois,Midwest,41.5136,-87.84645,5685138.2700000005
SO - 0008433,2017-03-13,Accord Group,Distributor,Product 2,7,5909.400000000001,41365.8,4432.05,WA,Washington,West,47.30377,-122.21,3050087.565
SO - 0010590,2017-03-13,US Ltd,Distributor,Product 18,12,1896.1000000000001,22753.2,796.3620000000001,MA,Massachusetts,Northeast,42.3751,-71.10561,2309499.045
SO - 0001199,2017-03-14,Zoomzone Corp,Wholesale,Product 15,6,1025.1000000000001,6150.6,594.558,TN,Tennessee,South,35.20453,-89.87398,3299478.315
SO - 0003193,2017-03-14,Blogspan Ltd,Distributor,Product 25,8,1152.4,9219.2,460.96000000000004,NJ,New Jersey,Northeast,40.07706,-74.20037,5342315.484
SO - 0005649,2017-03-14,Browsetype Corp,Wholesale,Product 3,9,2003.3,18029.7,1482.442,CA,California,West,33.15809,-117.35059,2642352.432
SO - 0006430,2017-03-14,Aveda Group,Distributor,Product 17,10,1112.2,11122.0,500.49,NJ,New Jersey,Northeast,40.78788,-74.01431,2119616.824
SO - 0009608,2017-03-14,Devpoint Group,Distributor,Product 15,7,6217.6,43523.200000000004,4974.080000000001,CA,California,West,38.58046,-121.53023,3299478.315
SO - 000783,2017-03-14,Deseret Group,Wholesale,Product 25,11,3865.9,42524.9,3092.7200000000003,CA,California,West,32.71533,-117.15726,5342315.484
SO - 0001299,2017-03-14,Mylan Corp,Distributor,Product 26,9,1172.5,10552.5,926.2750000000001,CA,California,West,34.13612,-117.86534,5685138.2700000005
SO - 0005892,2017-03-14,WOONSOCKET Corp,Wholesale,Product 3,12,247.9,2974.8,193.36200000000002,IL,Illinois,Midwest,41.76346,-88.2901,2642352.432
SO - 0007365,2017-03-14,Actavis Company,Wholesale,Product 4,5,6043.400000000001,30217.000000000004,2659.0960000000005,CA,California,West,38.00492,-121.80579,2885560.824
SO - 0009429,2017-03-14,Aveda Group,Export,Product 2,10,1125.6000000000001,11256.000000000002,709.128,IL,Illinois,Midwest,41.59625,-88.08915,3050087.565
SO - 0008881,2017-03-14,Epic Group,Distributor,Product 25,9,1206.0,10854.0,747.72,IL,Illinois,Midwest,41.59859,-87.85041,5342315.484
SO - 0001841,2017-03-14,Skidoo Company,Export,Product 19,8,3805.6,30444.8,1598.3519999999999,FL,Florida,South,25.77427,-80.19366,1645841.6
SO - 0002037,2017-03-14,Mycone Ltd,Wholesale,Product 6,5,1929.6000000000001,9648.0,1466.496,MN,Minnesota,Midwest,44.02163,-92.4699,1672229.416
SO - 0003456,2017-03-14,Quaxo Ltd,Wholesale,Product 25,6,3926.2000000000003,23557.2,2905.3880000000004,OR,Oregon,West,44.92371,-123.02319,5342315.484
SO - 0006297,2017-03-14,Rochester Group,Wholesale,Product 5,10,3859.2000000000003,38592.0,1698.0480000000002,CA,California,West,33.83529,-117.9145,3925424.5420000004
SO - 0007316,2017-03-14,Linklinks Ltd,Distributor,Product 2,7,2793.9,19557.3,1452.8280000000002,IL,Illinois,Midwest,42.02911,-88.08951,3050087.565
SO - 0010690,2017-03-14,Sanum-Kehl Group,Distributor,Product 19,5,5969.7,29848.5,4417.5779999999995,MT,Montana,West,46.87215,-113.994,1645841.6
SO - 0009128,2017-03-14,Muxo Group,Wholesale,Product 16,9,1862.6000000000001,16763.4,1564.584,NC,North Carolina,South,35.98998,-79.99047,2062061.144
SO - 0001984,2017-03-14,Brainspher Ltd,Export,Product 20,12,2405.3,28863.600000000002,1803.9750000000001,AR,Arkansas,South,35.8423,-90.70428,2067108.1199999999
SO - 0002797,2017-03-14,Epic Group,Distributor,Product 15,11,1782.2,19604.2,1461.404,CT,Connecticut,Northeast,41.22509,-73.06111,3299478.315
SO - 0006147,2017-03-14,Mylan Corp,Wholesale,Product 26,12,2512.5,30150.0,1231.125,FL,Florida,South,26.12759,-80.2331,5685138.2700000005
SO - 0007241,2017-03-14,Jayo Company,Distributor,Product 25,6,2010.0,12060.0,964.8,MI,Michigan,Midwest,42.3242,-83.40021,5342315.484
SO - 0007356,2017-03-14,Nlounge Ltd,Distributor,Product 13,7,1085.4,7597.800000000001,846.6120000000001,IN,Indiana,Midwest,41.65183,-85.94312,3720639.645
SO - 0010054,2017-03-14,Podcat Corp,Wholesale,Product 7,9,1018.4,9165.6,488.832,CA,California,West,38.58157,-121.4944,889737.555
SO - 0009082,2017-03-14,Skinder Group,Export,Product 5,6,5835.7,35014.2,2917.85,TX,Texas,South,27.50641,-99.50754,3925424.5420000004
SO - 0002243,2017-03-14,Linklinks Ltd,Distributor,Product 26,11,3363.4,36997.4,2354.38,FL,Florida,South,26.35869,-80.0831,5685138.2700000005
SO - 0002773,2017-03-14,Viva Ltd,Wholesale,Product 15,5,1025.1000000000001,5125.500000000001,430.54200000000003,MS,Mississippi,South,32.31583,-90.21282,3299478.315
SO - 0003837,2017-03-14,Chatterbri Ltd,Distributor,Product 9,5,3979.8,19899.0,2706.264,IL,Illinois,Midwest,41.94563,-88.08462,710415.405
SO - 0004744,2017-03-14,Vinte Group,Distributor,Product 6,8,2934.6,23476.8,1496.646,FL,Florida,South,26.56285,-81.94953,1672229.416
SO - 0005733,2017-03-14,Realbuzz Ltd,Wholesale,Product 17,11,2726.9,29995.9,1636.14,CA,California,West,37.66243,-121.87468,2119616.824
SO - 0007719,2017-03-14,Tagfeed Ltd,Wholesale,Product 9,8,1011.7,8093.6,424.914,CA,California,West,37.79743,-121.21605,710415.405
SO - 0008288,2017-03-14,Rochester Group,Export,Product 21,8,857.6,6860.8,660.3520000000001,TX,Texas,South,29.8729,-97.93773,959899.2180000001
SO - 0003067,2017-03-14,Pacific Ltd,Wholesale,Product 1,6,1038.5,6231.0,467.325,CA,California,West,33.64697,-117.68922,3016489.209
SO - 0003168,2017-03-14,Remedy Ltd,Wholesale,Product 13,10,6123.8,61238.0,2816.9480000000003,NV,Nevada,West,36.17497,-115.13722,3720639.645
SO - 0004016,2017-03-14,Buzzshare Company,Distributor,Product 4,9,3899.4,35094.6,3080.5260000000003,IN,Indiana,Midwest,40.05365,-86.02173,2885560.824
SO - 0004191,2017-03-14,BTA Corp,Wholesale,Product 5,12,1005.0,12060.0,703.5,NY,New York,Northeast,43.02033,-78.88032,3925424.5420000004
SO - 0006647,2017-03-14,US Ltd,Wholesale,Product 15,9,6170.7,55536.299999999996,3455.592,TN,Tennessee,South,35.61452,-88.81395,3299478.315
SO - 0007412,2017-03-14,NARS Group,Wholesale,Product 1,12,2452.2000000000003,29426.4,1814.6280000000002,TX,Texas,South,32.79333,-96.76651,3016489.209
SO - 0008080,2017-03-14,Quimm Company,Wholesale,Product 5,7,964.8000000000001,6753.6,492.04800000000006,CA,California,West,34.01945,-118.49119,3925424.5420000004
SO - 0008418,2017-03-14,Brightdog Corp,Distributor,Product 1,12,3906.1,46873.2,1874.9279999999999,LA,Louisiana,South,29.95465,-90.07507,3016489.209
SO - 0008406,2017-03-14,Gigabox Group,Distributor,Product 28,12,174.20000000000002,2090.4,123.682,FL,Florida,South,25.46872,-80.47756,1003867.767
SO - 0010288,2017-03-14,Deseret Group,Wholesale,Product 16,10,6070.2,60702.0,2974.3979999999997,KS,Kansas,Midwest,37.69224,-97.33754,2062061.144
SO - 0010731,2017-03-14,Pixoboo Corp,Export,Product 23,12,1132.3,13587.599999999999,951.132,IN,Indiana,Midwest,39.61366,-86.10665,1135815.7580000001
SO - 000498,2017-03-15,Fred's Company,Wholesale,Product 10,5,3932.9,19664.5,2635.043,CA,California,West,38.29714,-122.28553,864331.624
SO - 000720,2017-03-15,Linkbuzz Ltd,Export,Product 26,10,991.6,9916.0,575.1279999999999,FL,Florida,South,27.49893,-82.57482,5685138.2700000005
SO - 0002071,2017-03-15,Aimbo Corp,Wholesale,Product 2,7,3892.7000000000003,27248.9,3308.795,KS,Kansas,Midwest,37.69224,-97.33754,3050087.565
SO - 0003115,2017-03-15,True Ltd,Export,Product 26,12,1996.6000000000001,23959.2,1397.6200000000001,TX,Texas,South,29.4724,-98.52514,5685138.2700000005
SO - 0003274,2017-03-15,Cadila Ltd,Wholesale,Product 19,12,3912.8,46953.600000000006,1799.8880000000001,OR,Oregon,West,45.52289,-122.98983,1645841.6
SO - 0004092,2017-03-15,Pacific Ltd,Wholesale,Product 3,8,247.9,1983.2,205.757,MI,Michigan,Midwest,42.96336,-85.66809,2642352.432
SO - 0005807,2017-03-15,Rhynoodle Ltd,Wholesale,Product 25,11,1708.5,18793.5,1178.865,OH,Ohio,Midwest,41.45282,-82.18237,5342315.484
SO - 0007430,2017-03-15,Accord Group,Distributor,Product 3,8,944.7,7557.6,651.843,OH,Ohio,Midwest,40.8686,-81.36892,2642352.432
SO - 0007471,2017-03-15,SAFEWAY Ltd,Wholesale,Product 5,5,1065.3,5326.5,543.303,IL,Illinois,Midwest,41.88503,-87.7845,3925424.5420000004
SO - 0007594,2017-03-15,Dynazzy Company,Wholesale,Product 14,9,167.5,1507.5,73.7,CA,California,West,33.20004,-117.24254,4028698.4090000005
SO - 000947,2017-03-15,Wise Company,Wholesale,Product 4,11,2298.1,25279.1,988.183,NJ,New Jersey,Northeast,40.20627,-74.67527,2885560.824
SO - 0005823,2017-03-15,Trunyx Ltd,Wholesale,Product 11,12,958.1,11497.2,440.72600000000006,CA,California,West,39.72849,-121.83748,1230458.484
SO - 0006304,2017-03-15,Ozu Ltd,Wholesale,Product 20,8,2492.4,19939.2,2043.768,WI,Wisconsin,Midwest,42.72613,-87.78285,2067108.1199999999
SO - 0006472,2017-03-15,Twinte Group,Wholesale,Product 15,11,2907.8,31985.800000000003,1570.2120000000002,NY,New York,Northeast,40.91149,-73.78235,3299478.315
SO - 0009775,2017-03-15,Ascend Ltd,Wholesale,Product 21,6,2847.5,17085.0,2021.725,NJ,New Jersey,Northeast,40.73566,-74.17237,959899.2180000001
SO - 0008287,2017-03-15,Lazzy Group,Wholesale,Product 5,7,2010.0,14070.0,1045.2,GA,Georgia,South,32.808840000000004,-83.69419,3925424.5420000004
SO - 0004405,2017-03-15,Zooveo Company,Wholesale,Product 20,5,1038.5,5192.5,820.4150000000001,FL,Florida,South,27.94752,-82.45843,2067108.1199999999
SO - 0004459,2017-03-15,Tagfeed Ltd,Wholesale,Product 20,9,3919.5,35275.5,3018.015,CA,California,West,34.26778,-119.25421,2067108.1199999999
SO - 0004950,2017-03-15,Dynazzy Company,Distributor,Product 6,9,3825.7000000000003,34431.3,3098.8170000000005,DE,Delaware,South,39.74595,-75.54659,1672229.416
SO - 0005075,2017-03-15,Viva Ltd,Wholesale,Product 23,10,1252.9,12529.0,989.7910000000002,IA,Iowa,Midwest,41.54994,-93.78135,1135815.7580000001
SO - 0005272,2017-03-15,Gigabox Group,Distributor,Product 28,12,174.20000000000002,2090.4,123.682,CT,Connecticut,Northeast,41.20569,-73.12799,1003867.767
SO - 0006335,2017-03-15,Cantrell Company,Wholesale,Product 8,8,1929.6000000000001,15436.800000000001,1080.5760000000002,NJ,New Jersey,Northeast,40.50677,-74.26542,1085037.3290000001
SO - 0006856,2017-03-15,CARDINAL Group,Wholesale,Product 30,11,991.6,10907.6,644.5400000000001,AZ,Arizona,West,33.37032,-112.58378,1011609.684
SO - 000604,2017-03-15,BTA Corp,Export,Product 14,7,971.5,6800.5,534.325,IL,Illinois,Midwest,41.84454,-87.75929,4028698.4090000005
SO - 0001951,2017-03-15,Rooxo Company,Wholesale,Product 14,10,6197.5,61975.0,3594.5499999999997,NJ,New Jersey,Northeast,39.95373,-74.19792,4028698.4090000005
SO - 0003967,2017-03-15,Valeant Corp,Wholesale,Product 13,9,1715.2,15436.800000000001,977.664,CA,California,West,38.67796,-121.17606,3720639.645
SO - 0006232,2017-03-15,Buzzbean Group,Distributor,Product 3,6,3912.8,23476.800000000003,1604.248,AZ,Arizona,West,33.44838,-112.07404,2642352.432
SO - 0007545,2017-03-15,NARS Group,Wholesale,Product 6,6,5333.2,31999.199999999997,2986.592,CA,California,West,33.95333,-117.39611,1672229.416
SO - 0007811,2017-03-15,Viva Ltd,Wholesale,Product 1,10,2418.7000000000003,24187.000000000004,1330.2850000000003,FL,Florida,South,26.31841,-80.09977,3016489.209
SO - 0010405,2017-03-15,Skidoo Company,Wholesale,Product 27,10,2512.5,25125.0,1030.125,WI,Wisconsin,Midwest,42.72613,-87.78285,964940.2310000001
SO - 0009684,2017-03-15,Pixoboo Corp,Wholesale,Product 15,5,2365.1,11825.5,1702.8719999999998,MI,Michigan,Midwest,42.59034,-82.91695,3299478.315
SO - 0008603,2017-03-15,Tagfeed Ltd,Wholesale,Product 1,10,1842.5,18425.0,1087.075,TX,Texas,South,32.8343,-97.2289,3016489.209
SO - 0001564,2017-03-15,Fivebridge Ltd,Distributor,Product 23,8,991.6,7932.8,823.028,CA,California,West,34.14251,-118.25508,1135815.7580000001
SO - 0002031,2017-03-15,Thoughtmix Ltd,Wholesale,Product 13,11,5299.7,58296.7,4186.763,NY,New York,Northeast,41.05369,-73.94809,3720639.645
SO - 0002319,2017-03-15,Zoovu Corp,Wholesale,Product 30,6,850.9,5105.4,646.684,AR,Arkansas,South,35.38592,-94.39855,1011609.684
SO - 0007708,2017-03-15,Oba Company,Export,Product 23,8,5869.2,46953.6,2347.68,NJ,New Jersey,Northeast,40.78788,-74.01431,1135815.7580000001
SO - 0010286,2017-03-15,Browsebug Company,Wholesale,Product 5,6,1051.9,6311.400000000001,483.8740000000001,NC,North Carolina,South,35.61266,-77.36635,3925424.5420000004
SO - 0010774,2017-03-15,Skippad Ltd,Wholesale,Product 5,8,2385.2000000000003,19081.600000000002,1645.788,FL,Florida,South,25.79065,-80.13005,3925424.5420000004
SO - 0006661,2017-03-15,Dynazzy Company,Wholesale,Product 17,6,3370.1,20220.6,2257.967,PA,Pennsylvania,Northeast,40.11242,-75.11564,2119616.824
SO - 0007172,2017-03-15,Safecor Corp,Wholesale,Product 1,6,194.3,1165.8000000000002,95.20700000000001,CA,California,West,33.66946,-117.82311,3016489.209
SO - 0007634,2017-03-15,Vitz Company,Wholesale,Product 14,9,1085.4,9768.6,835.758,CT,Connecticut,Northeast,41.18454,-73.13317,4028698.4090000005
SO - 0009638,2017-03-15,NARS Group,Wholesale,Product 12,9,2807.3,25265.7,2049.329,IL,Illinois,Midwest,40.47578,-88.96991,1356976.996
SO - 000634,2017-03-16,Sanum-Kehl Group,Wholesale,Product 23,5,757.1,3785.5,507.25700000000006,CA,California,West,34.69804,-118.13674,1135815.7580000001
SO - 000915,2017-03-16,Topco Company,Wholesale,Product 6,9,1072.0,9648.0,857.6,SD,South Dakota,Midwest,44.08054,-103.23101,1672229.416
SO - 0001686,2017-03-16,Golden Corp,Distributor,Product 18,9,1976.5,17788.5,1264.96,IL,Illinois,Midwest,42.10881,-87.83476,2309499.045
SO - 0001968,2017-03-16,Fivebridge Ltd,Wholesale,Product 13,9,3845.8,34612.200000000004,3230.472,AL,Alabama,South,31.2337,-85.40682,3720639.645
SO - 0003678,2017-03-16,Skippad Ltd,Wholesale,Product 26,5,1232.8,6164.0,505.448,CA,California,West,38.67852,-121.7733,5685138.2700000005
SO - 0006155,2017-03-16,Fred's Company,Wholesale,Product 26,7,1246.2,8723.4,573.2520000000001,AZ,Arizona,West,32.29785,-110.9187,5685138.2700000005
SO - 0007610,2017-03-16,Terumo Corp,Distributor,Product 13,9,991.6,8924.4,436.30400000000003,NJ,New Jersey,Northeast,40.40463,-74.30854,3720639.645
SO - 0009394,2017-03-16,CARDINAL Group,Wholesale,Product 25,12,261.3,3135.6000000000004,193.362,CA,California,West,33.87029,-117.92534,5342315.484
SO - 000882,2017-03-16,Flipstorm Group,Export,Product 1,10,3859.2000000000003,38592.0,2315.52,MD,Maryland,South,38.94278,-76.73028,3016489.209
SO - 0003093,2017-03-16,Bluezoom Group,Distributor,Product 26,12,2010.0,24120.0,964.8,ID,Idaho,West,43.54072,-116.56346,5685138.2700000005
SO - 0003219,2017-03-16,Unit Ltd,Wholesale,Product 27,5,1112.2,5561.0,878.638,MN,Minnesota,Midwest,44.64969,-93.24272,964940.2310000001
SO - 0003687,2017-03-16,Buzzbean Group,Wholesale,Product 8,5,1051.9,5259.5,610.102,LA,Louisiana,South,29.99409,-90.24174,1085037.3290000001
SO - 0004499,2017-03-16,Livepath Corp,Export,Product 11,9,234.5,2110.5,175.875,TN,Tennessee,South,35.14953,-90.04898,1230458.484
SO - 0004687,2017-03-16,Dazzlesphe Corp,Wholesale,Product 4,6,1065.3,6391.799999999999,767.016,TX,Texas,South,29.61968,-95.63495,2885560.824
SO - 0005235,2017-03-16,Feednation Corp,Wholesale,Product 13,7,2412.0,16884.0,1712.52,CA,California,West,36.82523,-119.70292,3720639.645
